Building Name (1),樓宇名稱 (一),Building Name (2),樓宇名稱 (二),Building Name (3),樓宇名稱 (三),Address (1),樓宇地址(一),Address (2),樓宇地址(二),Address (3),樓宇地址(三),"Year of Completion
落成年份","Owners' Corporation
業主立案法團",Remark,備註
Temple Mall North,黃大仙中心北館,,,,,136 Lung Cheung Rd.,龍翔道136號,,,,,-,,,
Temple Mall South Car Park A,黃大仙中心南館A停車場,,,,,"108 Ching Tak St.
",正德街108號,,,,,,,,
Tempo Court,天寶大廈,,,,,4 Braemar Hill Rd.,寶馬山道4號,,,,,1971,P,,
Tender Court,溫馨閣,,,,,295 Yu Chau St.,汝州街295號,,,,,1996,P,,
Teng Fuh Commercial Building,登富商業大廈,,,,,331/333 Queen's Rd. C.,皇后大道中331/333號,,,,,1992,,,
Tern Centre,太興中心,,,,,,,,,,,1990,,,
Tern Centre,太興中心,Block 1,第1座,,,,,"Lower Ground Floor:
62 Jervois St.
Ground Floor &
Upper Floors:
237 Queen's Rd. C.","地下低層︰
蘇杭街62號
地下及
樓上各層︰
皇后大道中237號",,,,,,
Tern Centre,太興中心,Block 2,第2座,,,,,"Lower Ground Floor:
78 Jervois St.
Ground Floor &
Upper Floors:
251 Queen's Rd. C.","地下低層︰
蘇杭街78號
地下及
樓上各層︰
皇后大道中251號",,,,,,
Tern Commercial Building,太興商業大廈,,,,,39 Granville Rd.,加連威老道39號,,,,,1989,,,
Tern Plaza,太興廣場,,,,,5 Cameron Rd.,金馬倫道5號,,,,,1994,,,
Tesbury Centre,金鐘滙中心,,,,,28 Queen's Rd. E.,皇后大道東28號,,,,,1993,P,,
Texwood Plaza,德士活工業中心,,,,,"4-6 How Ming St. &
144 Wai Yip St.","巧明街4-6號及
偉業街144號",,,,,1971,,,
Thai Kong Building,泰港大廈,,,,,482 Hennessy Rd.,軒尼詩道482號,,,,,1966,P,,
Thai Wah Building,泰華大廈,,,,,"Ground Floor:
262/268 Lockhart Rd. &
1D/1E Stewart Rd.
Upper Floors:
266 Lockhart Rd.","地下︰
駱克道262/268號及
史釗域道1D/1E號
樓上各層︰
駱克道266號",,,,,1967,P,,
The Aberdeen Marina Club,深灣遊艇俱樂部,,,,,8 Shum Wan Rd.,深灣道8號,,,,,1982,,,
Marina Tower,,,,,,,,,,,,,,,
The Albany,雅賓利大廈,,,,,1 Albany Rd.,雅賓利道1號,,,,,1989,P,,
The Amused,喜遇,,,,,538 Fuk Wing St.,福榮街538號,,,,,2018,,,
The Apex,,,,,,16 Mount Austin Rd.,柯士甸山道16號,,,,,1972,,,
The Arcadia,雅閣花園,,,,,8 Forfar Rd.,科發道8號,,,,,1989,P,,
The Argyle ,,,,,,102 Argyle St.,亞皆老街102號,,,,,2015,,,
The Ascent,尚都,,,,,83 Shun Ning Rd.,順寧道83號,,,,,2018,,,
The Astoria,雅士花園,,,,,198 Argyle St.,亞皆老街198號,,,,,1991,P,,
The Astrid,雅麗居,,,,,180 Argyle St.,亞皆老街180號,,,,,1995,P,,
The Astro,悅雅,,,,,310 Un Chau St.,元州街310號,,,,,2019,,,
The Austine Place,,,,,,38 Kwun Chung St.,官涌街38號,,,,,2014,,,
The Avenue,囍滙,,,,,,,,,,,,,,
The Avenue,囍滙,Tower 1-3,1-3座,,,,,200 Queen's Rd. E.,皇后大道東 200 號,,,2015,,,
The Avenue,囍滙,Tower 5,5座,,,,,33 Tai Yuen St.,太原街33號,,,2014,,,
The Avery,,,,,,16 Hau Wong Rd.,侯王道16號,,,,,2014,,,
The Bank of East Asia Building,東亞銀行大廈,,,,,10 Des Voeux Rd. C.,德輔道中10號,,,,,1982,,,
"The Bank of East Asia
Kennedy Town Centre",東亞銀行堅城中心,,,,,23 Belcher's St.,卑路乍街23號,,,,,1994,,,
The Bauhinia,寶軒 ,,,,,"Ground Floor:
119/120 Connaught Rd. C.
& 237/239 Des Voeux Rd. C.
Upper Floors:
119/120 Connaught Rd. C.","地下︰
干諾道中119/120號及
德輔道中237/239號
樓上各層︰
干諾道中119/120號",,,,,1970,,,
The Beachfront,璧池,,,,,7 Belleview Drive,麗景道7號,,,,,1982,P,,
The Beachside,,,,,,,,,,,,1993,P,,
The Beachside,,Block A,A座,,,,,82 Repulse Bay Rd.,淺水灣道82號,,,,P,,
The Beachside,,Block B,B座,,,,,86 Repulse Bay Rd.,淺水灣道86號,,,,P,,
The Beacon,碧薈,,,,,88 Sai Yee St.,洗衣街88號,,,,,2017,,,
The Bedford,,,,,,93 Bedford Rd. ,必發道93號,,,,,2013,,,
The Belcher's,寶翠園,,,,,,,,,,,2000,,,
The Belcher's,寶翠園,The Westwood,西寶城,,,,,"Lower Ground Floor to
Podium Level 3:
8 Belcher's St.","地下低層至
3樓平台：
卑路乍街8號",,,,,,
The Belcher's,寶翠園,Towers 1-3,第1至3座,,,,,"Upper Floor:
89 Pok Fu Lam Rd.","樓上各層：
薄扶林道89號",,,,,,
The Belcher's,寶翠園,"Towers 5, 6 & 8","第5, 6及8座",,,,,,,,,2001,,,
The Bellevue Place,御林豪庭,,,,,8 U Lam Terrace,儒林臺8號,,,,,1999,P,,
The Belvedere,,,,,,53-61 Plantation Rd.,種植道53-61號,,,,,1997,,,
The Bloomsville,陶源,,,,,51 Nga Tsin Wai Rd.,衙前圍道51號,,,,,2002,P,,
The Bodynits Building,波蒂妮斯大廈,,,,,3 Cameron Rd.,金馬倫道3號,,,,,1997,,,
The Bonham Mansion,采文軒,,,,,63 Bonham Rd.,般咸道63號,,,,,1994,P,,
The Brentwood,蔚峯園,,,,,11 Repulse Bay Rd.,淺水灣道11號,,,,,1988,,,
The Broadville,樂活臺,,,,,4 Broadwood Rd.,樂活道4號,,,,,1993,,,
The Broadway,博匯大廈,,,,,54/62 Lockhart Rd.,駱克道54/62號,,,,,1985,,,
The Caldecott,嘉珀山,,,,,1 Caldecott Rd.,郝德傑道1號,,,,,2004,P,,
The Cameron,,,,,,33 Cameron Rd.,金馬倫道33號,,,,,2009,,,
The Camphora,,,,,,51/52 Haiphong Rd.,海防道51/52號,,,,,1961,,,
The Campton,,,,,,201 Fuk Wing St.,福榮街201號,,,,,2018,,,
The Carmina,嘉名苑,,,,,7/9 Deep Water Bay Drive,深水灣徑7/9號,,,,,1987,,,
"The Catholic Diocese of
Hong Kong Holy Spirit Seminary",天主教香港教區聖神修院,,,,,6 Welfare Rd.,惠福道6號,,,,,Pre 1945前,,,
The Celebrity,卓譽峰,,,,,164A Prince Edward Rd. W.,太子道西164A號,,,,,2009,P,,
The Center,中環中心,,,,,99 Queen's Rd. C.,皇后大道中99號,,,,,1998,,,
The Centrium,中央廣場,,,,,60 Wyndham St.,雲咸街60號,,,,,2001,,,
The Charterhouse,利景酒店,,,,,209/219 Wan Chai Rd.,灣仔道209/219號,,,,,1992,,,
The Cheshire Home,慈氏護養院,,,,,128 Chung Hom Kok Rd.,舂磡角道128 號,,,,,1977,,,
The Chinese Bank Building,華人銀行大廈,,,,,"Ground Floor:
61/65 Des Voeux Rd. C. &
2A Pottinger St.
Upper Floors:
61/65 Des Voeux Rd. C.","地下︰
德輔道中61/65號及
砵典乍街2A號
樓上各層︰
德輔道中61/65號",,,,,1966,,,
"The Chinese Foundation
Secondary School",中華基金中學,,,,,9 Harmony Rd.,富欣道9號,,,,,-,,,
The Chinese Full Gospel Church,中華完備救恩會赤柱堂,,,,,28A Stanley Main St.,赤柱大街28A號,,,,,1972,,,
"The Chinese General Chamber
of Commerce Building",中華總商會大廈,,,,,24/25 Connaught Rd. C.,干諾道中24/25號,,,,,1954,,,
"The Chinese Manufacturers'
Association of Hong Kong
Building",香港中華廠商會聯合大廈,,,,,"Ground Floor:
64 Connaught Rd. C. &
133 Des Voeux Rd. C.,
Upper Floors:
64 Connaught Rd. C.","地下︰
干諾道中64號及
德輔道中133號
樓上各層︰
干諾道中64號",,,,,1983,P,,
"The Chinese Muslim Cultural &
Fraternal Association",中華回教博愛社,,,,,7 Chan Tong Lane,陳東里7號,,,,,1996,,,
The Chinese Rhenish Church,禮賢會堂,,,,,10 Lai Yin Lane,禮賢里10號,,,,,1967,,,
The Chinese Rhenish Church Kowloon,中華基督教禮賢會九龍堂,,,,,12 Tat Chee Avenue,達之路12號,,,,,2016,,,
"The Christian & Missionary Alliance 
Scholars' Anglo-Chinese
Kindergarten",宣道會上書房中英文幼稚園,,,,,100 Shing Tai Rd.,盛泰道100號,,,,,-,,,
"The Church of Christ in China
Kei Wa Primary School 
(Kowloon Tong)",中華基督教會基華小學(九龍塘),,,,,1B Oxford Rd.,牛津道1B號,,,,,-,,,
The Church of Jesus Christ,耶穌基督後期聖徒教會,,,,,66 Wan Hon St.,雲漢街66號,,,,,1973,,,
"The Church of Jesus Christ of
Latter-Day Saints",耶穌基督後期聖徒教會,,,,,118 Gloucester Rd.,告士打道118號,,,,,2005,,,
"The Church of Jesus Christ of
Latter-Day Saints
Hong Kong Temple","耶穌基督後期聖徒教會
中國香港聖殿",,,,,2 Cornwall St.,歌和老街2號,,,,,1996,,,
The Church of the Good Shepherd,聖公會牧愛堂,,,,,2 Kiang Hsi St.,江西街2號,,,,,1955,,,
The City Culture,高雅軒,,,,,38A Ko Shan Rd.,高山道38A號,,,,,1999,P,,
The Colonnade,嘉崙臺,,,,,152 Tai Hang Rd.,大坑道152號,,,,,2001,P,,
The Colonnades,康麗花園,,,,,"House 1:
3 Stirling Rd.
House 2:
1 Stirling Rd.
Domestic Block & Basement:
165 Argyle St.","1號房屋︰
士他令道3號
2號房屋︰
士他令道1號
住宅大廈及地庫︰
亞皆老街165號",,,,,1989,P,,
The Connaught,,,,,,138 Connaught Rd. W.,干諾道西138號,,,,,2009,,,
The Consonance,維峯．浚匯,,,,,23 Jupiter St.,木星街23號,,,,,2020,,,
The Coronation,御金．國峯,,,,,1 Yau Cheung Rd.,友翔道1號,,,,,2012,,,
The Crescent,仁禮花園,,,,,,,,,,,-,,,
The Crescent,仁禮花園,(Block A),(A座),,,,,15A Ho Man Tin Hill Rd.,何文田山道15A號,,,,,,
The Crescent,仁禮花園,(Block B),(B座),,,,,13 Ho Man Tin Hill Rd.,何文田山道13號,,,,,,
The Crown Villas,雄冠園,,,,,29-31 Ching Sau Lane,靜修里29-31號,,,,,1982,,,
The Dahfuldy,大夫第,,,,,21 Ho Man Tin Hill Rd.,何文田山道21號,,,,,1974,P,,
"The Duchess of Kent Orthopaedic
Hospital and Convalescent Home","根德公爵夫人
兒童骨科醫院及康復院",,,,,12 Sandy Bay Rd.,大口環道12號,,,,,-,,,
The Eastborne,東灣閣,,,,,51 Shau Kei Wan Main St. E.,筲箕灣東大街51號,,,,,1999,P,,
"The ELCHK Faith Lutheran School
(Second Campus)","基督教香港信義會深信學校
(第二校舍)",,,,,221 Nam Cheong St.,南昌街221號,,,,,1960,,,
The Electric Centre,電燈中心,,,,,28 City Garden Rd.,城市花園道28號,,,,,-,,,
The Elegance,優雅閣,,,,,60 Tai Hang Rd.,大坑道60號,,,,,1986,P,,
The Elgin,伊利閣,,,,,51 Elgin St.,伊利近街51號,,,,,1997,,,
The Ellipsis,,,,,,5 Blue Pool Rd.,藍塘道5號,,,,,2001,,,
The Emperor (Happy Valley) Hotel,英皇駿景酒店,,,,,1 Wang Tak St.,宏德街1號,,,,,1983,,,
The Emperor Hotel,英皇駿景酒店,,,,,373 Queen's Rd. E.,皇后大道東373號,,,,,2017,,,
The Empire Hotel Kowloon,九龍皇悅酒店,,,,,62 Kimberley Rd.,金巴利道62號,,,,,2001,,,
The Evergreen,長豐園,,,,,395 Chatham Rd. N.,漆咸道北395號,,,,,1962,,,
The Factory,,,,,,1 Yip Fat St.,業發街1號,,,,,1976,,,
The First Building,第一樓,,,,,47-53 First St.,第一街47-53號,,,,,1964,P,,
The First Mansion,第一閣,,,,,78 Tung Lo Wan Rd.,銅鑼灣道78號,,,,,1995,P,,
The Fleet Arcade,,,,,,1 Lung King St.,龍景街1號,,,,,1994,,,
The Fleming Hong Kong,芬名酒店,,,,,41 Fleming Rd.,菲林明道41號,,,,,1973,,,
The Floridian,逸意居,,,,,18 Sai Wan Terrace,西灣臺18號,,,,,1997,,,
The Folk House,德福樓,,,,,73 Nam On St.,南安街73號,,,,,1964,,,
The Forest,,,,,,"G/F-2/F :
17 Nelson St.","地下至2樓 :
奶路臣街17號",,,,,2016,,,
The Forest Hills,滙豪山,,,,,99 Po Kong Village Rd.,蒲崗村道99號,,,,,2008,,,
The Fortune Gardens,福澤花園,,,,,11 Seymour Rd.,西摩道11號,,,,,1988,P,,
The Friendship,友誼,,,,,152-154 Sai Wan Ho St.,西灣河街152-154號,,,,,1960,P,,
The Galleria,嘉軒廣場,,,,,9 Queen's Rd. C.,皇后大道中9號,,,,,1991,,,
The Globe,創匯國際中心,,,,,79 Wing Hong St.,永康街79號,,,,,1998,,,
The Gloucester,尚匯,,,,,212 Gloucester Rd.,告士打道212號,,,,,2012,P,,
The Goldmark,黃金廣場,,,,,502 Hennessy Rd.,軒尼詩道502號,,,,,1987,,,
The Gracedale,逸怡居,,,,,23 Yuk Sau St.,毓秀街23號,,,,,1999,P,,
The Grampian,,,,,,11 Grampian Rd.,嘉林邊道11號,,,,,2016,,,
The Grand Blossom,,,,,,123 Bulkeley St.,寶其利街123號,,,,,2001,,,
The Grand Panorama,嘉兆臺,,,,,10 Robinson Rd.,羅便臣道10號,,,,,1992,P,,
The Grande Building,嘉域大廈,,,,,"Ground Floor:
398/402 Kwun Tong Rd.
Upper Floors:
400 Kwun Tong Rd.","地下︰
觀塘道398/402號
樓上各層︰
觀塘道400號",,,,,1981,,,
The Grandeur,采怡閣,,,,,"47 Jardine's Bazaar &
48 Jardine's Crescent","渣甸街47號及
渣甸坊48號",,,,,2002,,,
"The H.K. Federation of Trade
Union Worker's Club",工人俱樂部,,,,,42/50 Ma Tau Chung Rd.,馬頭涌道42/50號,,,,,1964,,,
The Hampton,,,,,,45 Blue Pool Rd.,藍塘道45號,,,,,1990,,,
The Harbourside,莊士維港軒,,,,,18 Wharf Rd.,和富道18號,,,,,2003,,,
The Harbourview,港景別墅,,,,,11 Magazine Gap Rd.,馬己仙峽道11號,,,,,1995,,,
The Harbourview,灣景國際,,,,,4 Harbour Rd.,港灣道4號,,,,,1985,P,,
The Hart,,,,,,4 Hart Avenue,赫德道4號,,,,,1976,,,
The Harvest,豐怡中心,,,,,"591 Nathan Rd. &
13 Changsha St.","彌敦道591號及
長沙街13號",,,,,1981,,,
The Hazelton,榛園,,,,,6 Shouson Hill Rd.,壽山村道6號,,,,,1990,P,,
The Helena May,梅夫人婦女會,,,,,35 Garden Rd.,花園道35號,,,,,Pre 1945前,,,
The Hemispheres,維峯,,,,,"Ground Floor:
1 & 5 Gordon Rd.
Upper Floors:
3 Gordon Rd.","地下︰
歌頓道1號及5號
樓上各層︰
歌頓道3號",,,,,2015,,,
The Henley,興利大廈,,,,,13 & 15 Village Rd.,山村道13及15號,,,,,1965,P,,
The Hennessy,,,,,,256 Hennessy Rd.,軒尼詩道256號,,,,,2008,,,
The Henry,,,,,,322 Des Voeux Rd. W.,德輔道西322號,,,,,1994,,,
The Hermitage ,帝峯 皇殿,,,,,1 Hoi Wang Rd.,海泓道1號,,,,,2010,,,
The High House,,,,,,8 Mount Davis Rd.,摩星嶺道8號,,,,,1970,,,
The Hillside,曉寓,,,,,9 Sik On St.,適安街9號,,,,,2018,,,
"The HK Federation of Trade
Unions",香港工會聯合會,,,,,12 Ma Hang Chung Rd.,馬坑涌道12號,,,,,2006,,,
"The HK Polytechnic University
Hung Hom Bay Campus",香港理工大學紅磡灣校園,,,,,8 Hung Lok Rd.,紅樂道8號,,,,,-,,,
"The Holy Carpenter Church &
Community Centre",聖公會聖匠堂社區中心,,,,,1 Dyer Avenue,戴亞街1號,,,,,1975,,,
The Homestead,碧廬,,,,,"260/262 Prince Edward
Rd. W.",太子道西260/262號,,,,,1983,P,,
The Hong Garden,康園,,,,,37/47 Ho Man Tin St.,何文田街37/47號,,,,,1956,P,,
"The Hong Kong Academy for
Performing Arts",香港演藝學院,,,,,1 Gloucester Rd.,告士打道1號,,,,,1985,,,
"The Hong Kong Anti-Cancer Society 
Jockey Club Cancer Rehabilitation 
Centre",香港防癌會賽馬會癌症康復中心,,,,,30 Nam Long Shan Rd.,南朗山道30號,,,,,1967,,,
The Hong Kong Buddhist Hospital,香港佛教醫院,,,,,10 Heng Lam St.,杏林街10號,,,,,1971,,,
"The Hong Kong Chinese Christian
Churches Union Building",香港華人基督教聯會大樓,,,,,140 Junction Rd.,聯合道140號,,,,,1987,,,
"The Hong Kong Chinese Church
of Christ",香港華人基督會,,,,,2 Sheung Wo St.,常和街2號,,,,,1972,,,
The Hong Kong Club Building,香港會所大廈,,,,,"3 Jackson Rd. &
3A Chater Rd.","昃臣道3號及
遮打道3A號",,,,,1984,,,
The Hong Kong Country Club,香港鄉村俱樂部,,,,,188 Wong Chuk Hang Rd.,黃竹坑道188號,,,,,-,,,
"The Hong Kong Federation of Youth
Groups Building",香港青年協會大廈,,,,,21 Pak Fuk Rd.,百福道21號,,,,,-,,,
"The Hong Kong Football
Association Ltd.",香港足球總會有限公司,,,,,55 Fat Kwong St.,佛光街55號,,,,,1979,,,
"The Hong Kong Girl Guides
Association Headquarters",香港女童軍總會,,,,,8 Gascoigne Rd.,加士居道8號,,,,,1982,,,
"The Hong Kong Girl Guides
Sandilands Centre",香港女童軍新德倫山莊,,,,,"141 Wong Nai Chung
Gap Rd.",黃泥涌峽道141號,,,,,1967,,,
The Hong Kong Golf Club,香港哥爾夫球會,,,,,19 Island Rd.,香島道19號,,,,,Pre 1945前,,,
"The Hong Kong Jockey Club Centre
for the Blind",賽馬會盲人中心,,,,,248 Nam Cheong St.,南昌街248號,,,,,1986,,,
"The Hong Kong Jockey Club
Happy Valley Clubhouse",香港賽馬會跑馬地會所,,,,,25 Shan Kwong Rd.,山光道25號,,,,,1992,,,
"The Hong Kong Mantra Institute
for Lay Women Buddhists",香港佛教真言宗女居士林,,,,,9A Tai Hang Rd.,大坑道9A號,,,,,1991,,,
"The Hong Kong Mantra School
for Lay Buddhists",香港佛教真言宗居士林,,,,,9 Tai Hang Rd.,大坑道9號,,,,,1991,,,
"The Hong Kong Polytechnic
University Student
Halls of Residence",香港理工大學學生宿舍,,,,,15 Fat Kwong St.,佛光街15 號,,,,,2012,,,
"The Hong Kong Polytechnic
University West Kowloon Campus",香港理工大學西九龍校園,,,,,9 Hoi Ting Rd.,海庭道9號,,,,,2008,,,
The Hong Kong Sea Cadet Corps,香港海事青年團,,,,,11 Fung Shing St.,豐盛街11號,,,,,1987,,,
"The Hong Kong Society for
the Blind Factory and Hostel",香港盲人輔導會工廠 - 宿舍,,,,,19 Mok Cheong St.,木廠街19號,,,,,1963,,,
"The Hong Kong Swatow
Christian Church",基督教香港潮人生命堂,,,,,20 Shelley St.,些利街20號,,,,,1967,,,
"The Hong Kong Sze Yap Commercial
& Industrial Association San Wui
Commercial Society School",香港四邑商工總會新會商會學校,,,,,21 Tong Yam St.,棠蔭街21號,,,,,-,,,
"The Hong Kong Sze Yap Commercial &
Industrial Association Wong Tai Shan
Memorial College",香港四邑商工總會黃棣珊紀念中學,,,,,250 Nam Cheong St.,南昌街250號,,,,,1976,,,
"The Hong Kong Taoist Association
Ching Chung Secondary School",香港道教聯合會青松中學,,,,,4 Hiu Yuk Path,曉育徑4號,,,,,1985,,,
"The Hong Kong Taoist
Association The Yuen Yuen
Institute Chan Lui Chung Tak 
Memorial School","香港道教聯合會
圓玄學院陳呂重德紀念學校",,,,,5 Ko Chiu Path,高超徑5號,,,,,1998,,,
"The Hong Kong Tuberculosis
Chest and Heart Diseases
Association",香港防癆心臟及胸肺協會,,,,,266 Queen's Rd. E.,皇后大道東266號,,,,,1951,,,
"The Hong Kong Weaving Mills
Association Chu Shek Lun
Secondary School",香港布廠商會朱石麟中學,,,,,11 Kai Lok St.,啟樂街11號,,,,,1987,,,
The Honour Terrace,康寧臺,,,,,184 Nga Tsin Wai Rd.,衙前圍道184號,,,,,1966,,,
The Honourgarten,安荔苑,,,,,11 Consort Rise,金粟街11號,,,,,1975,P,,
The Hub,,,,,,23 Yip Kan St.,業勤街23號,,,,,1984,,,
The Hudson,浚峯,,,,,11 Davis St.,爹核士街11號,,,,,2016,,,
"The Independent Schools Foundation
Academy",弘立書院,,,,,1 Kong Sin Wan Rd.,鋼灣道1號,,,,,-,,,
The Jade Plaza,玉器交易廣場,,,,,513 Canton Rd.,廣東道513號,,,,,1994,P,,
The Java,,,,,,98 Java Rd.,渣華道98號,,,,,2011,P,,
The Jervois,,,,,,89 Jervois St.,蘇杭街89號,,,,,2011,,,
"The Jockey Club Environmental
Building",賽馬會環保樓,,,,,77 Tat Chee Avenue,達之路77號,,,,,1996,,,
The Jockey Club Hong Chi School,賽馬會匡智學校,,,,,29 Wood Rd.,活道29號,,,,,-,,,
"The Jockey Club Pamela D. Barton
Animal Welfare Centre",賽馬會彭美麗動物福利中心,,,,,5 Wan Shing St.,運盛街5號,,,,,1992,,,
The Jockey Club Sarah Roe Centre,賽馬會善樂中心,,,,,2A Tin Kwong Rd.,天光道2A號,,,,,1985,,,
The Johnston Suites Hong Kong,,,,,,"Ground Floor:
74 & 78 Johnston Rd.
Basement, First
& Upper Floors:
76 Johnston Rd.","地下︰
莊士敦道74及78號
地庫、1樓
及樓上各層︰
莊士敦道76號",,,,,1988,,,
The Jolly House,金樂居,,,,,16 Lin Fa Kung St. West,蓮花宮西街16號,,,,,1998,,,
The L. Plaza,,,,,,367/375 Queen's Rd. C.,皇后大道中367/375號,,,,,1984,,,
the L.square,,,,,,"Ground Floor:
461 Lockhart Rd.
Upper Floors:
459 Lockhart Rd.","地下︰
駱克道461號
樓上各層︰
駱克道459號",,,,,2013,,,
The Laguna Mall,海逸坊,,,,,"8 Laguna Verde Avenue,
Laguna Verde","海逸豪園
海逸道8號",,,,,2000,,,
The Lamma Palace,藍馬豪庭,,,,,"302/302A Prince Edward
Rd. W.",太子道西302/302A號,,,,,2005,,,
The Lamma Tower,藍馬商業大廈,,,,,12/12A Hau Fook St.,厚福街12/12A號,,,,,1995,,,
The Landmark,置地廣場,,,,,"12A, 14 Des Voeux Rd. C. &
7, 9, 11, 15 & 17 Pedder St.
& 15 Queen’s Rd. C.","德輔道中12A、14及
畢打街7、9、11、15、
17號及皇后大道中15號",,,,,1979,,,
The Landmark,置地廣場,Gloucester Tower,告羅士打大廈,,,,,15 Queen’s Rd. C.,皇后大道中15號,,,,,,
The Landmark Mandarin Oriental,置地文華東方酒店,,,,,15 Queen’s Rd. C.,皇后大道中15號,,,,,1982,,,
The Latitude,譽‧港灣,,,,,638 Prince Edward Rd. E.,太子道東638號,,,,,2010,,,
The Latitude,譽‧港灣,Mikiki,,,,,,Lower Ground Floor to 1/F,地下低層至1樓,,,,,,
The Leader Commercial Building,利雅商業大廈,,,,,54-56 Hillwood Rd.,山林道54-56號,,,,,1983,P,,
The Legend at Jardine's Lookout,渣甸山名門,,,,,23 Tai Hang Drive,大坑徑23號,,,,,2006,,,
The Leighton Hill,禮頓山,,,,,2B Broadwood Rd.,樂活道2B號,,,,,2002,,,
The Lily,,,,,,129 Repulse Bay Rd.,淺水灣道129號,,,,,2003,,,
The Lodge,都會名軒,,,,,535 Canton Rd.,廣東道535號,,,,,2005,,,
The Long Beach,浪澄灣,,,,,8 Hoi Fai Rd.,海輝道8號,,,,,2004,,,
The Look Out,,,,,,"R.B.L. 374, South Bay Rd.","南灣道郊區建屋地段
第374號",,,,,Pre 1945前,,,
The Loop,,,,,,33 Wellington St. ,威靈頓街33號,,,,,2007,,,
The Luna,,,,,,18 Lun Fat St.,聯發街18號,,,,,2017,,,
The Lutheran Church,路德會救主堂,,,,,290 Tai Po Rd.,大埔道290號,,,,,1968,,,
The Luxe Manor,帝樂文娜公館,,,,,39 Kimberley Rd.,金巴利道39號,,,,,1987,,,
The Mandarina,文廷,,,,,26/28 Ho Man Tin St.,何文田街26/28號,,,,,1989,P,,
The Manhattan,,,,,,33 Tai Tam Rd.,大潭道33號,,,,,1986,,,
The Masterpiece,名鑄,,,,,18 Hanoi Rd.,河內道18號,,,,,2009,,,
The Mayfair,,,,,,1 May Rd.,梅道1號,,,,,1997,,,
The Medical Clinic of Lok Sin Tong,樂善堂診療所,,,,,61 Lung Kong Rd.,龍崗道61號,,,,,1957,,,
"The Mental Health Association of
Hong Kong Jockey Club Building",香港心理衛生會賽馬會大樓,,,,,2 Kung Lok Rd.,功樂道2號,,,,,1997,,,
The Mercer,尚圜,,,,,29 Jervois St.,蘇杭街29號,,,,,2010,,,
The Mercury,,,,,,23 Mercury St.,水星街23號,,,,,1997,,,
The Merrylands,逸華軒,,,,,128 Tai Po Rd.,大埔道128號,,,,,2001,P,,
The Merton,泓都,,,,,,,,,,,,,,
The Merton,泓都,Block 1 & 2,1 & 2座,,,,,38 New Praya Kennedy Town,堅彌地城新海旁38號,,,2005,,,
The Merton,泓都,Block 3,3座,,,,,8 Davis St.,爹核士街8號,,,2004,,,
The Met. Delight,薈悅,,,,,25A Shun Ning Rd.,順寧道25A號,,,,,2015,,,
The Met. Focus,薈點,,,,,8 Pak Kung St..,北拱街8號,,,,,2013,P,,
The Met. Sublime,薈臻,,,,,1 Kwai Heung St.,桂香街1號,,,,,2014,,,
The Methodist Centre,循道衛理中心,,,,,22 Hennessy Rd.,軒尼詩道22號,,,,,1991,,,
"The Methodist Church
HK Wesley College",衛理中學,,,,,33 Siu Sai Wan Rd.,小西灣道33號,,,,,-,,,
The Metropolis,國際都會,,,,,6 & 10 Metropolis Drive,都會道6及10號,,,,,2001,,,
The Metropolis,國際都會,Harbour Plaza Metropolis,都會海逸酒店,,,,,7 Metropolis Drive,都會道7號,,,2001,,,
The Metropolis,國際都會,The Metropolis Residence,都會軒,,,,,,,,,2002,,,
The Metropolis,國際都會,The Metropolis Residence,都會軒,Tower 1,1座,,,,,8 Metropolis Drive,都會道8號,,,,
The Metropolis,國際都會,The Metropolis Residence,都會軒,Tower 2,2座,,,,,9 Metropolis Drive,都會道9號,,,,
The Mira Hong Kong,美麗華酒店,,,,,118/130 Nathan Rd.,彌敦道118/130號,,,,,1978,,,
"The Mission Covenant Church
Holm Glad College",基督教聖約教會堅樂中學,,,,,26 Hiu Ming St.,曉明街26號,,,,,-,,,
"The Mission Covenant Church
Holm Glad No.2 Primary School",基督教聖約教會堅樂第二小學,,,,,"1 Lee On Rd.,
Shun On Estate","順安邨
利安道1號",,,,,-,,,
"The Mission Covenant Church
Holm Glad Primary School",基督教聖約教會堅樂小學,,,,,77 Sau Ming Rd.,秀明道77號,,,,,-,,,
"The Mong Kok Kai Fong Association
Chan Hing Social Services Centre",旺角街坊會陳慶社會服務中心,,,,,45 Fuk Tsun St.,福全街45號,,,,,1979,,,
The Montebello,嘉豪軒,,,,,155 Argyle St.,亞皆老街155號,,,,,2001,P,,
The Mood@Soho,,,,,,5B Chancery Lane,贊善里5B號,,,,,1993,,,
The Morgan,敦皓,,,,,31 Conduit Rd.,干德道31號,,,,,2016,,,
The Morrison,駿逸峰,,,,,28 Yat Sin St.,日善街28號,,,,,2007,,,
The Mount Austin,,,,,,8 Mount Austin Rd.,柯士甸山道8號,,,,,2002,,,
"The Murray Hong Kong
A Niccolo Hotel",香港美利酒店,,,,,22 Cotton Tree Drive,紅棉路22號,,,,,2017,,,
"The Neighbourhood Advice-Action
Council Cha Kwo Ling Centre",鄰舍輔導會茶果嶺中心,,,,,"121/123 Cha Kwo Ling
Main St.",茶果嶺大街121/123號,,,,,-,,,
The Notting Hill,摘星閣,,,,,1 Tung Shan Terrace,東山臺1號,,,,,2002,,,
